,year,X,time.year.depth,date,time.category,depth.target..m.,group,common.name,genus.species,genus.species.updated,number,CPUE.m2.of.net,shrimp.cpue,avg.oni.previous.12.months,el.nino.la.nina
466,2015,675,night_2015_10,15-16May,night,10,shrimp,slender blade shrimp,Spirontocaris holmesi ,Spirontocaris holmesi ,1,1305.5,0.00076599,0.391666667,no signal
477,2015,72,afternoon_2015_70,15-16May,afternoon,70,shrimp,slender blade shrimp,Spirontocaris holmesi ,Spirontocaris holmesi ,24,1316,0.018237082,0.391666667,no signal
504,2015,234,early morning_2015_70,15-16May,early morning,70,shrimp,slender blade shrimp,Spirontocaris holmesi ,Spirontocaris holmesi ,40,1298.5,0.030804775,0.391666667,no signal
510,2015,688,night_2015_70,15-16May,night,70,shrimp,slender blade shrimp,Spirontocaris holmesi ,Spirontocaris holmesi ,36,1298.5,0.027724297,0.391666667,no signal
514,2015,384,evening_2015_70,15-16May,evening,70,shrimp,slender blade shrimp,Spirontocaris holmesi ,Spirontocaris holmesi ,18,1330,0.013533835,0.391666667,no signal
526,2016,241,early morning_2016_70,13-15May,early morning,70,shrimp,slender blade shrimp,Spirontocaris holmesi ,Spirontocaris holmesi ,13,1295,0.01003861,1.866666667,El Nino
533,2016,700,night_2016_70,13-15May,night,70,shrimp,slender blade shrimp,Spirontocaris holmesi ,Spirontocaris holmesi ,50,1298.5,0.038505968,1.866666667,El Nino
535,2016,244,early morning_2016_70,13-15May,early morning,70,shrimp,slender blade shrimp,Spirontocaris holmesi ,Spirontocaris holmesi ,1,1295,0.000772201,1.866666667,El Nino
545,2016,82,afternoon_2016_50,13-15May,afternoon,50,shrimp,slender blade shrimp,Spirontocaris holmesi ,Spirontocaris holmesi ,13,1309,0.009931245,1.866666667,El Nino
551,2016,76,afternoon_2016_50,13-15May,afternoon,50,shrimp,slender blade shrimp,Spirontocaris holmesi ,Spirontocaris holmesi ,1,1309,0.000763942,1.866666667,El Nino
571,2016,87,afternoon_2016_50,13-15May,afternoon,50,shrimp,slender blade shrimp,Spirontocaris holmesi ,Spirontocaris holmesi ,1,1309,0.000763942,1.866666667,El Nino
581,2017,713,night_2017_70,12-14May,night,70,shrimp,slender blade shrimp,Spirontocaris holmesi ,Spirontocaris holmesi ,20,1305.5,0.015319801,-0.283333333,no signal
590,2017,95,afternoon_2017_70,12-14May,afternoon,70,shrimp,slender blade shrimp,Spirontocaris holmesi ,Spirontocaris holmesi ,20,1309,0.015278839,-0.283333333,no signal
591,2017,402,evening_2017_70,12-14May,evening,70,shrimp,slender blade shrimp,Spirontocaris holmesi ,Spirontocaris holmesi ,21,1298.5,0.016172507,-0.283333333,no signal
598,2017,542,morning_2017_70,12-14May,morning,70,shrimp,slender blade shrimp,Spirontocaris holmesi ,Spirontocaris holmesi ,21,1295,0.016216216,-0.283333333,no signal
606,2017,256,early morning_2017_70,12-14May,early morning,70,shrimp,slender blade shrimp,Spirontocaris holmesi ,Spirontocaris holmesi ,18,1298.5,0.013862149,-0.283333333,no signal
624,2017,398,evening_2017_25,12-14May,evening,25,shrimp,slender blade shrimp,Spirontocaris holmesi ,Spirontocaris holmesi ,1,1305.5,0.00076599,-0.283333333,no signal
643,2018,413,evening_2018_70,11-13May,evening,70,shrimp,slender blade shrimp,Spirontocaris holmesi ,Spirontocaris holmesi ,26,1302,0.019969278,-0.441666667,no signal
429,2014,215,early morning_2014_50,16-17May,early morning,50,shrimp,dana's blade shrimp,Spirontocaris lamellicornis,Spirontocaris lamellicornis,1,1302,0.000768049,-0.308333333,no signal
450,2014,224,early morning_2014_70,16-17May,early morning,70,shrimp,dana's blade shrimp,Spirontocaris lamellicornis,Spirontocaris lamellicornis,3,1309,0.002291826,-0.308333333,no signal
502,2015,232,early morning_2015_70,15-16May,early morning,70,shrimp,dana's blade shrimp,Spirontocaris lamellicornis,Spirontocaris lamellicornis,1,1298.5,0.000770119,0.391666667,no signal
711,2019,427,evening_2019_70,10-11May,evening,70,shrimp,blade shrimp,Spirontocaris prionota,Spirontocaris prionota,1,1295,0.000772201,0.491666667,El Nino
679,2018,716,night_2018_25,11-13May,night,25,shrimp,deep blade shrimp,Spirontocaris prionota,Spirontocaris prionota,1,1295,0.000772201,-0.441666667,no signal
434,2014,63,afternoon_2014_70,16-17May,afternoon,70,shrimp,Snyder's blade shrimp,Spirontocaris snyderi,Spirontocaris snyderi,2,1347.5,0.00148423,-0.308333333,no signal
518,2015,381,evening_2015_70,15-16May,evening,70,shrimp,Snyder's blade shrimp,Spirontocaris snyderi,Spirontocaris snyderi,1,1330,0.00075188,0.391666667,no signal
247,2010,38,afternoon_2010_70,14-15May,afternoon,70,shrimp,blade shrimp,Spirontocaris spp.,Spirontocaris spp.,1,1295,0.000772201,0.833333333,El Nino
255,2010,627,night_2010_25,14-15May,night,25,shrimp,blade shrimp,Spirontocaris spp.,Spirontocaris spp.,1,1302,0.000768049,0.833333333,El Nino
261,2010,474,morning_2010_70,14-15May,morning,70,shrimp,blade shrimp,Spirontocaris spp.,Spirontocaris spp.,1,1400,0.000714286,0.833333333,El Nino
476,2015,518,morning_2015_70,15-16May,morning,70,shrimp,delicate blade shrimp,Spirontocaris spp.,Spirontocaris spp.,13,1295,0.01003861,0.391666667,no signal
731,2019,426,evening_2019_70,10-11May,evening,70,shrimp,unidentified,unidentified,unidentified,6,1295,0.004633205,0.491666667,El Nino
327,2012,491,morning_2012_70,11-12May,morning,70,shrimp,christmas shrimp,,,1,1295,0.000772201,-0.725,La Nina
363,2013,362,evening_2013_70,17-18May,evening,70,shrimp,christmas shrimp,,,14,1298.5,0.010781671,-0.041666667,no signal
368,2013,361,evening_2013_70,17-18May,evening,70,shrimp,christmas shrimp,,,1,1298.5,0.000770119,-0.041666667,no signal
374,2013,210,early morning_2013_70,17-18May,early morning,70,shrimp,christmas shrimp,,,1,NA,NA,-0.041666667,no signal
378,2013,655,night_2013_70,17-18May,night,70,shrimp,christmas shrimp,,,1,NA,NA,-0.041666667,no signal
381,2013,55,afternoon_2013_70,17-18May,afternoon,70,shrimp,christmas shrimp,,,11,1298.5,0.008471313,-0.041666667,no signal
554,2016,391,evening_2016_70,13-15May,evening,70,shrimp,lebedid shrimp,,,10,1295,0.007722008,1.866666667,El Nino
176,2007,169,early morning_2007_70,11-12May,early morning,70,shrimp,oriental shrimp,,,7,1295,0.005405405,0.325,no signal
6,1999,274,evening_1999_10,14-15May,evening,10,shrimp,unidentified,,,1,NA,NA,NA,NA
7,1999,275,evening_1999_25,14-15May,evening,25,shrimp,unidentified,,,1,NA,NA,NA,NA
9,1999,277,evening_1999_70,14-15May,evening,70,shrimp,unidentified,,,38,NA,NA,NA,NA
19,1999,568,night_1999_70,14-15May,night,70,shrimp,unidentified,,,12,NA,NA,NA,NA
30,2000,282,evening_2000_70,12-13May,evening,70,shrimp,unidentified,,,5,1295,0.003861004,-1.241666667,La Nina
52,2001,288,evening_2001_70,11-12May,evening,70,shrimp,unidentified,,,1,1295,0.000772201,-0.566666667,La Nina
170,2006,308,evening_2006_70,12-13May,evening,70,shrimp,unidentified,,,8,1295,0.006177606,-0.358333333,no signal
179,2007,311,evening_2007_50,11-12May,evening,50,shrimp,unidentified,,,1,1295,0.000772201,0.325,no signal
184,2007,313,evening_2007_70,11-12May,evening,70,shrimp,unidentified,,,21,1295,0.016216216,0.325,no signal
200,2008,614,night_2008_10,16-17May,night,10,shrimp,unidentified,,,3,1295,0.002316602,-1.1,La Nina
290,2011,484,morning_2011_70,13-14May,morning,70,shrimp,unidentified,,,17,1687,0.01007706,-1.15,La Nina
309,2012,350,evening_2012_70,11-12May,evening,70,shrimp,unidentified,,,7,1298.5,0.005390836,-0.725,La Nina
310,2012,187,early morning_2012_10,11-12May,early morning,10,shrimp,unidentified,,,1,1298.5,0.000770119,-0.725,La Nina
311,2012,190,early morning_2012_25,11-12May,early morning,25,shrimp,unidentified,,,1,1302,0.000768049,-0.725,La Nina
321,2012,344,evening_2012_50,11-12May,evening,50,shrimp,unidentified,,,10,1295,0.007722008,-0.725,La Nina
330,2012,195,early morning_2012_70,11-12May,early morning,70,shrimp,unidentified,,,2,1330,0.001503759,-0.725,La Nina
360,2013,204,early morning_2013_25,17-18May,early morning,25,shrimp,unidentified,,,1,NA,NA,-0.041666667,no signal
458,2014,58,afternoon_2014_50,16-17May,afternoon,50,shrimp,unidentified,,,1,1298.5,0.000770119,-0.308333333,no signal
469,2015,681,night_2015_50,15-16May,night,50,shrimp,unidentified,,,1,1295,0.000772201,0.391666667,no signal
218,2009,31,afternoon_2009_70,15-16May,afternoon,70,shrimp,unidentified (rainbow color) ,,,13,1295,0.01003861,-0.533333333,La Nina
